trip_id,start_dist,end_dist,mean_lat,mean_lon,mean_speed_kmh,predicted_iri,label_mid,paved_road,unpaved_road,dirt_road,cobblestone_road,asphalt_road,speed_bump_asphalt,speed_bump_cobblestone
PVS 1,850.0,950.0,-27.71203606933542,-51.105462196165995,86.40797261538461,1.3427366018295288,0,1,0,0,0,1,0,0
PVS 1,860.0,960.0,-27.711983334587135,-51.10553984971395,86.75789360963856,1.3977473974227905,0,1,0,0,0,1,0,0
PVS 1,870.0,970.0,-27.71192566229841,-51.105624920428745,87.11029718260869,1.3977473974227905,0,1,0,0,0,1,0,0
PVS 1,880.0,980.0,-27.71187228787586,-51.10570369012137,87.42344152992699,1.3977473974227905,0,1,0,0,0,1,0,0
PVS 1,890.0,990.0,-27.71181576434338,-51.10578721587408,87.74552023357663,1.3977473974227905,0,1,0,0,0,1,0,0
PVS 1,900.0,1000.0,-27.711762707189497,-51.10586582012562,88.04498558435205,1.3977473974227905,0,1,0,0,0,1,0,0
PVS 1,910.0,1010.0,-27.71170912858938,-51.10594519690053,88.34739408353806,1.3977473974227905,0,1,0,0,0,1,0,0
PVS 1,920.0,1020.0,-27.711653746804863,-51.106027333153,88.56396152512313,1.3977473974227905,0,1,0,0,0,1,0,0
PVS 1,930.0,1030.0,-27.71159977771947,-51.10610739537239,88.75684055172415,1.3977473974227905,0,1,0,0,0,1,0,0
PVS 1,940.0,1040.0,-27.711544542144175,-51.1061893780593,88.88034161777776,1.3977473974227905,0,1,0,0,0,1,0,0
PVS 1,950.0,1050.0,-27.711490279862307,-51.10626999411249,88.91103804444442,1.3977473974227905,0,1,0,0,0,1,0,0
PVS 1,960.0,1060.0,-27.711435690979897,-51.10635108659239,88.9377833422222,1.3977473974227905,0,1,0,0,0,1,0,0
PVS 1,970.0,1070.0,-27.711380234844853,-51.106433146567184,88.7457600711111,1.3977473974227905,0,1,0,0,0,1,0,0
PVS 1,980.0,1080.0,-27.71132629837606,-51.10651294578231,88.54331563636364,1.3977473974227905,0,1,0,0,0,1,0,0
PVS 1,990.0,1090.0,-27.7112702316986,-51.10659544761792,88.23756754791154,1.3977473974227905,0,1,0,0,0,1,0,0
PVS 1,1000.0,1100.0,-27.711216014951194,-51.106674849736415,87.83924540487804,1.3977473974227905,0,1,0,0,0,1,0,0
PVS 1,1010.0,1110.0,-27.71115978085847,-51.10675678064651,87.40153144660195,1.3977473974227905,0,1,0,0,0,1,0,0
PVS 1,1020.0,1120.0,-27.71110533285627,-51.106834432785085,86.78730889734943,1.3977473974227905,0,1,0,0,0,1,0,0
PVS 1,1030.0,1130.0,-27.711051557488044,-51.10691110716423,86.17349620143885,1.3436760894408089,0,1,0,0,0,1,0,0
PVS 1,1040.0,1140.0,-27.710991162862303,-51.10699432537498,85.56072753634206,1.3977473974227905,0,1,0,0,0,1,0,0
PVS 1,1050.0,1150.0,-27.710937069427118,-51.10706802503862,85.00219501276597,1.8458579778671265,0,1,0,0,0,1,0,0
PVS 1,1060.0,1160.0,-27.710874143768677,-51.10715135540682,84.36275161690142,1.3977473974227905,0,1,0,0,0,1,0,0
PVS 1,1070.0,1170.0,-27.71081868282512,-51.1072218953573,83.82771650349649,1.8902190923690796,0,1,0,0,0,1,0,0
PVS 1,1080.0,1180.0,-27.710757033468504,-51.10729860663322,83.25972070000002,1.8902190923690796,0,1,0,0,0,1,0,0
PVS 1,1090.0,1190.0,-27.710695251391392,-51.107371339368434,82.74268700689656,1.8902190923690796,0,1,0,0,0,1,0,0
PVS 1,1100.0,1200.0,-27.710635209480564,-51.10744016821328,82.26675568421052,1.8902190923690796,0,1,0,0,0,1,0,0
PVS 1,1110.0,1210.0,-27.71056488252455,-51.10751556989372,81.8632714909091,1.8902190923690796,0,1,0,0,0,1,0,0
PVS 1,1120.0,1220.0,-27.710505152945647,-51.10757717038202,81.61244928163265,2.1944472789764404,0,1,0,0,0,1,0,0
PVS 1,1130.0,1230.0,-27.710430940354616,-51.10764928403227,81.48528065158371,2.5971808433532715,0,1,0,0,0,1,0,0
PVS 1,1140.0,1240.0,-27.710366673584893,-51.107707741327594,81.42601419366515,2.5979130033036353,0,1,0,0,0,1,0,0
PVS 1,1150.0,1250.0,-27.710294840212683,-51.10776950383903,81.39275394027149,3.253041982650757,0,1,0,0,0,1,0,0
PVS 1,1160.0,1260.0,-27.710222609914506,-51.10782746809631,81.45594993665159,3.437206983566284,0,1,0,0,0,1,0,0
PVS 1,1170.0,1270.0,-27.710151550005968,-51.107881439665164,81.59468226938775,3.7107958793640137,0,1,0,0,0,1,0,0
PVS 1,1180.0,1280.0,-27.71007159126596,-51.10793792792952,81.8287756974943,4.519742012023926,0,1,0,0,0,1,0,0
PVS 1,1190.0,1290.0,-27.71000123715781,-51.10798484537062,82.11487243735763,5.007259368896484,0,1,0,0,0,1,0,0
PVS 1,1200.0,1300.0,-27.709914407377372,-51.1080389335292,82.50588549082569,5.007259368896484,0,1,0,0,0,1,0,0
PVS 1,1210.0,1310.0,-27.70984015183675,-51.10808183909554,82.89582411981567,5.007259368896484,0,1,0,0,0,1,0,0
PVS 1,1220.0,1320.0,-27.709754527922907,-51.10812867064978,83.34072411666666,5.007259368896484,0,1,0,0,0,1,0,0
PVS 1,1230.0,1330.0,-27.70967561739953,-51.10816763290827,83.70109054883721,5.007259368896484,0,1,0,0,0,1,0,0
PVS 1,1240.0,1340.0,-27.70959349727074,-51.10820656078315,84.04713222056075,5.007259368896484,0,1,0,0,0,1,0,0
PVS 1,1250.0,1350.0,-27.709506899009888,-51.10824313092392,84.3784214501171,5.007259368896484,0,1,0,0,0,1,0,0
PVS 1,1260.0,1360.0,-27.709426537792773,-51.10827569991964,84.7017044047059,5.556457042694092,0,1,0,0,0,1,0,0
PVS 1,1270.0,1370.0,-27.709334003879498,-51.108308847291816,84.97653452830187,6.580991744995117,0,1,0,0,0,1,0,0
PVS 1,1280.0,1380.0,-27.709251637237983,-51.10833565922729,85.18048782978722,5.556457042694092,0,1,0,0,0,1,0,0
PVS 1,1290.0,1390.0,-27.709157489843108,-51.108364273271455,85.39477926840856,5.556457042694092,0,1,0,0,0,1,0,0
PVS 1,1300.0,1400.0,-27.70907330110714,-51.10838452549168,85.49507065083134,6.580991744995117,0,1,0,0,0,1,0,0
PVS 1,1310.0,1410.0,-27.70898633318619,-51.10840506238038,85.59554132571428,5.556457042694092,0,1,0,0,0,1,0,0
PVS 1,1320.0,1420.0,-27.70889366414157,-51.1084222662466,85.63804983428572,5.481268305378062,0,1,0,0,0,1,0,0
PVS 1,1330.0,1430.0,-27.708808832470666,-51.1084366156005,85.64240547428571,5.007259368896484,0,1,0,0,0,1,0,0
PVS 1,1340.0,1440.0,-27.708713559004984,-51.10845041288402,85.65296391428568,4.061951637268066,0,1,0,0,0,1,0,0
PVS 1,1350.0,1450.0,-27.708628026773276,-51.10846010536869,85.65948315428571,2.5971808433532715,0,1,0,0,0,1,0,0
PVS 1,1360.0,1460.0,-27.708535277418076,-51.10847045468879,85.66350687428572,2.5971808433532715,0,1,0,0,0,1,0,0
PVS 1,1370.0,1470.0,-27.708446174672314,-51.10847852715082,85.68176231999999,2.5858237743377686,0,1,0,0,0,1,0,0
PVS 1,1380.0,1480.0,-27.708360085402624,-51.10848600119136,85.70322156,2.1944472789764404,0,1,0,0,0,1,0,0
PVS 1,1390.0,1490.0,-27.708263713858972,-51.10849477155586,85.72098462857141,2.1944472789764404,0,1,0,0,0,1,0,0
PVS 1,1400.0,1500.0,-27.708177517674198,-51.10850231968589,85.73341218857144,1.8902190923690796,0,1,0,0,0,1,0,0
PVS 1,1410.0,1510.0,-27.708081281924933,-51.108512055849516,85.73205360000001,1.8902190923690796,0,1,0,0,0,1,0,0
PVS 1,1420.0,1520.0,-27.707995417723474,-51.1085219660832,85.71477180000001,2.5971808433532715,0,1,0,0,0,1,0,0
PVS 1,1430.0,1530.0,-27.707905581907717,-51.10853292213736,85.69989809142857,2.1944472789764404,0,1,0,0,0,1,0,0
PVS 1,1440.0,1540.0,-27.707814279223093,-51.108547487866616,85.68672728571427,2.1944472789764404,0,1,0,0,0,1,0,0
PVS 1,1450.0,1550.0,-27.707729141535225,-51.10856171957107,85.67014388571428,2.5971808433532715,0,1,0,0,0,1,0,0
PVS 1,1460.0,1560.0,-27.707634418080136,-51.10858010402455,85.63903366285714,2.5971808433532715,0,1,0,0,0,1,0,0
PVS 1,1470.0,1570.0,-27.707550175250695,-51.10859830647409,85.60890922285715,2.5971808433532715,0,1,0,0,0,1,0,0
PVS 1,1480.0,1580.0,-27.707457052608795,-51.10861904541542,85.57305584571428,2.5971808433532715,0,1,0,0,0,1,0,0
PVS 1,1490.0,1590.0,-27.707372552941013,-51.10864064425935,85.52835462857144,2.5971808433532715,0,1,0,0,0,1,0,0
PVS 1,1500.0,1600.0,-27.707286821316877,-51.10866283370954,85.47718076294537,2.5971808433532715,0,1,0,0,0,1,0,0
PVS 1,1510.0,1610.0,-27.707195077450713,-51.10868885192434,85.3620135135392,2.5971808433532715,0,1,0,0,0,1,0,0
PVS 1,1520.0,1620.0,-27.707111520028736,-51.10871337174786,85.25479744834125,2.1944472789764404,0,1,0,0,0,1,0,0
PVS 1,1530.0,1630.0,-27.70701843617937,-51.10874103124847,85.16711900473933,2.1944472789764404,0,1,0,0,0,1,0,0
PVS 1,1540.0,1640.0,-27.706935418046577,-51.108766356023544,85.0763748,1.8902190923690796,0,1,0,0,0,1,0,0
PVS 1,1550.0,1650.0,-27.70684624167795,-51.10879360591488,84.99469761702127,1.8902190923690796,0,1,0,0,0,1,0,0
PVS 1,1560.0,1660.0,-27.70675966844672,-51.108820481526315,84.94447292830189,1.8902190923690796,0,1,0,0,0,1,0,0
PVS 1,1570.0,1670.0,-27.706678201759022,-51.10884586257178,84.89828275471699,1.8458579778671265,0,1,0,0,0,1,0,0
PVS 1,1580.0,1680.0,-27.70658514235794,-51.10887487690827,84.9146389981132,1.8458579778671265,0,1,0,0,0,1,0,0
PVS 1,1590.0,1690.0,-27.706503811011043,-51.10890054116126,84.93856176226414,1.8458579778671265,0,1,0,0,0,1,0,0
PVS 1,1600.0,1700.0,-27.70640991194509,-51.108929947233804,84.99155755744681,1.8458579778671265,0,1,0,0,0,1,0,0
PVS 1,1610.0,1710.0,-27.7063281957289,-51.108954946679624,85.13741515744682,1.8458579778671265,0,1,0,0,0,1,0,0
PVS 1,1620.0,1720.0,-27.706240359028257,-51.10898187891573,85.29242004170615,1.3977473974227905,0,1,0,0,0,1,0,0
PVS 1,1630.0,1730.0,-27.70615229677189,-51.10900900692728,85.44905602464456,1.3977473974227905,0,1,0,0,0,1,0,0
PVS 1,1640.0,1740.0,-27.70606974490756,-51.1090344253679,85.59830380285713,1.8458579778671265,0,1,0,0,0,1,0,0
PVS 1,1650.0,1750.0,-27.70597722775831,-51.109063033159686,85.73876331428572,1.8458579778671265,0,1,0,0,0,1,0,0
PVS 1,1660.0,1760.0,-27.705893388969063,-51.109088937232,85.8665930176611,1.8458579778671265,0,1,0,0,0,1,0,0
PVS 1,1670.0,1770.0,-27.70580107466672,-51.109117545983096,85.9694567627685,1.8458579778671265,0,1,0,0,0,1,0,0
PVS 1,1680.0,1780.0,-27.70571807992136,-51.10914353040483,85.98678016897375,1.8458579778671265,0,1,0,0,0,1,0,0
PVS 1,1690.0,1790.0,-27.705633616778744,-51.109169934186056,85.99767754940333,1.8902190923690796,0,1,0,0,0,1,0,0
PVS 1,1700.0,1800.0,-27.705542949775765,-51.1091979222506,85.90088511408115,1.8458579778671265,0,1,0,0,0,1,0,0
PVS 1,1710.0,1810.0,-27.705460212190648,-51.109223530382856,85.78923022911695,1.8458579778671265,0,1,0,0,0,1,0,0
PVS 1,1720.0,1820.0,-27.705367032619343,-51.109251007706035,85.61448325714288,1.8458579778671265,0,1,0,0,0,1,0,0
PVS 1,1730.0,1830.0,-27.705283721745623,-51.10927473828725,85.39421717244656,1.8902190923690796,0,1,0,0,0,1,0,0
PVS 1,1740.0,1840.0,-27.705194188237098,-51.10929890189923,85.14604241702128,1.8902190923690796,0,1,0,0,0,1,0,0
PVS 1,1750.0,1850.0,-27.70510787814307,-51.10931940546276,84.84494922169812,1.8902190923690796,0,1,0,0,0,1,0,0
PVS 1,1760.0,1860.0,-27.705024390068463,-51.109338740171076,84.54622431811765,1.8902190923690796,0,1,0,0,0,1,0,0
PVS 1,1770.0,1870.0,-27.704929307926733,-51.10935526678575,84.28556997189696,2.1944472789764404,0,1,0,0,0,1,0,0
PVS 1,1780.0,1880.0,-27.704847016880883,-51.10936804817046,84.05621987383178,2.5971808433532715,0,1,0,0,0,1,0,0
PVS 1,1790.0,1890.0,-27.704751516393458,-51.1093797255306,83.99420896542057,2.5971808433532715,0,1,0,0,0,1,0,0
PVS 1,1800.0,1900.0,-27.704669133768853,-51.10938585885487,84.07038938971962,3.253041982650757,0,1,0,0,0,1,0,0
PVS 1,1810.0,1910.0,-27.704579237269783,-51.10939056243763,84.15237443551403,3.437206983566284,0,1,0,0,0,1,0,0
PVS 1,1820.0,1920.0,-27.70448884200998,-51.109389643802814,84.2963965798595,4.519742012023926,0,1,0,0,0,1,0,0
PVS 1,1830.0,1930.0,-27.704404317979133,-51.1093873347598,84.46408324225354,8.10103702545166,0,1,0,0,0,1,0,0
PVS 1,1840.0,1940.0,-27.70430777712216,-51.109379719131084,84.75927113207548,9.348237991333008,0,1,0,0,0,1,0,0
PVS 1,1850.0,1950.0,-27.704222172096024,-51.109370221497244,85.11690336170211,5.556457042694092,0,1,0,0,0,1,0,0
PVS 1,1860.0,1960.0,-27.704126288290187,-51.10935851779663,85.4745388760095,4.061951637268066,0,1,0,0,0,1,0,0
PVS 1,1870.0,1970.0,-27.704038799555637,-51.10934448137731,85.82927686968975,3.253041982650757,0,1,0,0,0,1,0,0
PVS 1,1880.0,1980.0,-27.703949408617373,-51.109330344901,86.17735156834534,2.5971808433532715,0,1,0,0,0,1,0,0
PVS 1,1890.0,1990.0,-27.703857497699055,-51.10931497691476,86.3479450877698,2.5971808433532715,0,1,0,0,0,1,0,0
PVS 1,1900.0,2000.0,-27.703772178373203,-51.10929995588684,86.4600392423077,2.5971808433532715,0,1,0,0,0,1,0,0
PVS 1,1910.0,2010.0,-27.703678250038095,-51.10928644671527,86.63044541204822,2.5971808433532715,0,1,0,0,0,1,0,0
PVS 1,1920.0,2020.0,-27.7035919888965,-51.109275573171665,86.81430765217392,2.5971808433532715,0,1,0,0,0,1,0,0
PVS 1,1930.0,2030.0,-27.703498789516523,-51.10926520844613,87.05238977723971,2.5971808433532715,0,1,0,0,0,1,0,0
PVS 1,1940.0,2040.0,-27.703411557572107,-51.109260966048154,87.31619810847458,2.5971808433532715,0,1,0,0,0,1,0,0
PVS 1,1950.0,2050.0,-27.70332447956627,-51.10925669857581,87.57488893138685,2.5971808433532715,0,1,0,0,0,1,0,0
PVS 1,1960.0,2060.0,-27.70323193645572,-51.10925786031672,87.88545023707317,2.5971808433532715,0,1,0,0,0,1,0,0
PVS 1,1970.0,2070.0,-27.7031432735484,-51.109261498079526,88.21060717941174,2.5971808433532715,0,1,0,0,0,1,0,0
PVS 1,1980.0,2080.0,-27.70305131504019,-51.10926737402645,88.54214361081083,2.5971808433532715,0,1,0,0,0,1,0,0
PVS 1,1990.0,2090.0,-27.70296296205812,-51.109278893822086,88.89964723960396,2.5971808433532715,0,1,0,0,0,1,0,0
PVS 1,2000.0,2100.0,-27.702873734650574,-51.109290645771175,89.25867722679901,3.253041982650757,0,1,0,0,0,1,0,0
PVS 1,2010.0,2110.0,-27.702783404607363,-51.109308969056514,89.53718942686567,3.253041982650757,0,1,0,0,0,1,0,0
PVS 1,2020.0,2120.0,-27.702694384397628,-51.10932900276005,89.78876524189528,3.253041982650757,0,1,0,0,0,1,0,0
PVS 1,2030.0,2130.0,-27.70260550779023,-51.1093516018638,89.967669912,3.253041982650757,0,1,0,0,0,1,0,0
PVS 1,2040.0,2140.0,-27.70251707905881,-51.10938044769546,89.96860680300001,3.253041982650757,0,1,0,0,0,1,0,0
PVS 1,2050.0,2150.0,-27.702430807125726,-51.10940858997024,89.969520843,3.3694481624747223,0,1,0,0,0,1,0,0
PVS 1,2060.0,2160.0,-27.702346881076643,-51.10944340565354,89.84998089,3.253041982650757,0,1,0,0,0,1,0,0
PVS 1,2070.0,2170.0,-27.70226255847102,-51.10948009717663,89.70226064438903,3.253041982650757,0,1,0,0,0,1,0,0
PVS 1,2080.0,2180.0,-27.70217978866542,-51.10951866224474,89.57789741446385,3.253041982650757,0,1,0,0,0,1,0,0
